,influencer_username,platform,text
360,adamcollard,influencers,"Good vibes only. 
 noccouk 
Training 
Dogs
Football 
Food 

Hit a little open workout  18.3  with some of the crew. Coached a class that you can check out on  sculpt   page  and did some extra bodybuilding work to round off the week 

Upper body accessory workout 

3 Sets 
12 DB Bench  4 Sec Neg 
12 Pendlay Barbell Rows 
20 Landmine Ab twists 

3 Sets 
15-20 Cable Flys 
15-20 DB Rows 

3 Sets 
20-15-12 Tricep Rope Ext
20-15-12 Cable Curls 
Max Hanging Knee Raises 

This is a lifestyle.  Sculpt  Nocco"
361,adamcollard,influencers,"Swipe to see me living on the edge..  boohoomanactive

 creat iveflow AD"
362,adamcollard,influencers,"Swipe for what I eat to stay in shape  a lot of people have been DM’ing me for nutritional advice over the last week and to be honest I always have to be super careful with this for a few reasons.. 

 1 - Everybody’s output is different on a daily/weekly basis  steps you do  your job  training sessions per week  intensity and more…

 2 - Everybody has different goals - some people are killing themselves to get abs  some want to gain weight  and some people believe it or not just want to feel better in day to day life   during sessions 

Here are a few steps I would definitely take to dial in your nutrition whoever you are  and whatever your goal is…

To do list 

- 2g’s of Protein per KG of Bodyweight
 
- Drink a gallon of water a day 

- Eat more nutrient dense foods like fruits and veggies 

- Cook more home-cooked meals 

- Start reading food labels rather than just the “low fat” “low carb” stickers. You’ll be shocked. 

And the big one…

- Start monitoring your intake more. Whether you do strict tracking or have a subconscious idea of what you’re putting in. You’ll be surprised and start making better decisions. Try a 48 hour food diary on your notes pages. 

Drop a comment if this helped  just a random Thursday spiel. 

Coach AC 

If you’d like some full time support join my January 6 week challenge you can still sign up before Sunday midnight and get started  link is in bio"
363,adamcollard,influencers,"Effort is the only currency.  sculpt   

Working on my own goals while my team smashes their own... We have some people starting with empty barbell this week  some with over 200kg deadlifts. The only thing that matters is your own progress  and we’ll support you with that. 

Lovely little superset to finish off today 

4 sets 
Bulgarian Split Squats 
Nordic Hamstring Curls 
Rest as needed 

 Sculpt"
364,adamcollard,influencers,"You probably need to hear this if you’re going to the gym. Share it with a friend that it could help. 

For most of us rather than being 100  perfect only 50  of the time. 

We more realistically  need to strive for 80  perfection but 100  of the time. 

That means everything 

Sleep 
Nutrition 
Training 
Discipline/Motivation 
Mindset 

Do you really think us “influencers” on Instagram never mess up  never miss a workout or feel unmotivated. 

The difference is  we don’t let 1 day turn into a week  or 2 meals turn into 12. 

Progress not perfection. 

And before some dick says go hard or go home yada yada  I always give 100  in the workouts. This means everything across the board. 

Coach AC 

If you want to jump on my latest online 6 week challenge sign ups close in 4-days. Link in bio. 

 Sculpt"
365,adamcollard,influencers,"Reposting this as it’s when I really discovered the  1 secret to getting abs… scroll down and share this 

The secrets 

- No amount of ab workouts in the world matter if you aren’t lean enough to see them in the first place. 

- If you aren’t lean enough you need to focus on two key things. Move more  eat less. Calories burnt calorie intake slightly 300-500 under  

- You have to expend  burn  more calories than you’re consuming for a period of time to get leaner.  I do this for 12 weeks pre summer ever year 

- If you are in a 500 cal deficit Monday to Friday  but go 1500 calories over your allowance on weekends. 
Do the maths  your weekly average  you are not really in a deficit. 

- I did this workout and more  for about 4 years and never saw any abs until I understood calorie control and energy balance. My diet was sh t and I thought I could outwork it  I couldn’t. 

- If the truths known  these exercises are great. But still not as good as deadlifting heavy  squatting heavy and that probably built my abs just as much if not more. 

Key points to focus on 

1. Consume Less Calories by 500 per day 

2. Move more  steps up  training up 

3. Eat More High Volume/Low Calorie Foods  try eating a 100 calories of broccoli vs a snickers. 1 takes 10 minutes and you’re full for hours  the other takes 2 seconds. 

4. Increase Protein - eat more Meat  fish  eggs and the vegan proteins too. Protein keeps you full for longer  which means less snacking and helps you repair and grow. 

5. Rinse and repeat those until desired effect. 

Coach AC 

 Sculpt"
366,adamcollard,influencers,"Productive Sundays vibes 

Very excited to see all the new faces and see everyone chase their goals in the next few months. My favourite time of the year… whether it’s couch to 5k or you’re training for an Ironman  whoever you are  go get it. 

Sunday Recovery Workout Flow from  sculpt   

10 Rounds  easy-mod pace 
250m Ski 
500m Row 

 ProgressNotPerfection"
367,adamcollard,influencers,"Fitness really is for everyone. No matter your age  weight  current fitness levels the one thing I pride myself    sculpt   on is being fully inclusive 

This is exactly how I write my programmes so anyone can do the workouts I post

Today’s finisher 

Advanced RX level 

For time complete 

400m Ski Erg 
30 Shoulder to Overheads 50kg
30 Toes to Bar 
400m Ski Erg
20 Shoulder to Overheads 60kg 
20 Toes to Bar 
400m Ski 
10 Shoulder to overheads 70kg 
10 Toes to Bar 

 13 02  

Ways to make this easier 

- Lighter barbell is cool  even empty to build confidence 

- Toes to bar - scale this down to leg raises or toes to rig 

- Ski we usually drop the metres by 100m for females. 

Comment below if you like this sort of video and why not try it out at your own fitness level. 

 Sculpt"
368,adamcollard,influencers,Just a few gems from the last year  onto the next one.. Create a life you don’t need an escape from… have a good one people x
369,adamcollard,influencers,"To the moon. Ready for another big year.   boohoomanactive 

 creat iveflow AD"
370,adamcollard,influencers,"Grab a Partner for this one and save it for later   sculpt   at home 

Partner Chipper WOD  josiebaxterpt 

Chipper   Chip down the list of reps  you can’t move onto the next movement until you compete the exercise you’re on. 

For time complete  37 15  
2 Rounds of  

120 Cal Row 
100 DB Hang Snatch 22.5kg/15kg 
80 BB Front Squats 50/30kg 
60 DB Front Rack Reverse Lunge 
40 BB Push Press 50/30kg 
20 DB Dual Devils Press 22.5/15kg

2nd Round half the reps and keep going. 60 50 40 30 20 10…

We split all the reps evenly apart from the row. If you’re a mixed pair go 17/13 Cal Row. 

All weights - Male/Female Ratio 

Plates -  primalstrengthofficial 
Shoes -  nike  wit.fitness 
Kit -  boohoomanactive 
Fuel -  noccouk 

Have fun.  Sculpt"
371,adamcollard,influencers,"Giveaway  Christmas may be over but  barebells.uk want to keep the spirit going by filling you with Double Bite Protein Bars 

To treat one of you lucky individuals with a box filled with your favourite double bites  caramel/chocolate crisp  
or a huge barebells goodie box  Could include hoodie  water bottle  beanie  t-shirt or jumper  Kitted out and Proteined Up  

To enter 

1. Follow  barebells.uk 

2. Tag a friend below  each entry is a new tag  so tag away  

3. Bonus Entry if you share this post to your story 

UK people only  Winner will be announced on my stories on 3rd Jan and I will DM the winner personally. 

 Giveaway  Barebells  Protein  Sculpt"
372,adamcollard,influencers,"4 ways to fire up your shoulders   noccouk 

Now I never just train one body part during a session. I usually do a full upper body day but here are my favourite shoulder movements at the moment. 

DB 1 1/4 Shoulder Press - adding in the extra 1/4 Portion of the press at the bottom of the movement really creates a lot of tension on the delts. 

Upright BB Rows - doesn’t have to be heavy  nice and controlled thinking about driving the elbows up to the ears. Shoulders and forearms on 

DB Lateral Raises - Great for building your delts and fixing imbalances from left to right. 

Face Pulls - Focusing on the rear delts is important as most of us are so dominant on the front delt from years of forgetting about pulling movements in early training years. This will actually help your posture and all round shoulder health too. 

Try some of these out and mix them into your training. We do on various of the sculpt online programmes. 

Grab yourself some Nocco on their online shop for extra gains. Caffeine   better sessions. 

 Nocco  Sculpt"
373,adamcollard,influencers,"Night Vision. Out now on  boohoomanactive  

Ridiculously good active wear in this range. Functional  a good fit but still gives a little stretch for proper training. Go check it out. 

AD 

Shots    creat iveflow"
374,adamcollard,influencers,"Merry Christmas you filthy animals 

Shoutout to  musclefooduk for providing the goods and sending out all the meat hampers straight to the door with zero stress a few days ago 

AD"
375,adamcollard,influencers,"1751 Burpees.  1751 and a whole lot of clothes   food donated for a great cause. 

Praxis who support the local homeless people around Newcastle and provide food and living essentials to the people that need it most. 

Time taken - 3 hours 41 minutes.  1671 for this time then finished off extra donations  

Happy Xmas eve and thank you for anyone who’s given any clothes  sent food  and donated. Big love 

 Sculpt"
376,adamcollard,influencers,"Grab a partner   send it for this Work Capacity Wednesday  sculpt   

3 x 12 minute blocks. Only rest 2 minutes between each block. 

Partner workout   You Go I go all the way through 

Part A 
AMRAP 12
6 Rounds 
15 Thrusters 
9 Burpees over Bar 
Max Ski Cals in remainder of the time 

Part B  
AMRAP 12
2000m Row
Max DB Box Step Overs in remainder of time

Part C 
AMRAP 12
10-20-30-40-50
C2 Bike Cals 
Butterfly Sit Ups

Get after it. If you’re in a Commercial gym just use one machine all the way through out of Ski/Bike/Row and set up shop there for 40 minutes. Enjoy.

 Sculpt"
377,adamcollard,influencers,"I’ve just opened up slots for my January Transformation challenge  Smash your pigs in blankets then start 6 Weeks of VIP coaching with me to lose body fat and feel great. 

To get involved and find out more information click the link in my bio. Early birds got to sign up before Boxing Day. 

Adamcollardfitness.com"
378,adamcollard,influencers,"Workout of the day in  boohoomanactive new NightVision Range 

Very impressed with how well I moved in those pants and I think they look sick. Material of the top is also awesome. 

Workout details > compete the desired work in each time frame. Remainder of time left is rest. 

Running clock. 

0-10 00 
500m Row
60 Overhead Squats  42.5kg 
500m Row 

10-20 00
30 Hand Release Push UPS 
30 box Jumps 
30 KB Swings 
20 20 20
10 10 10 

Have you got this  
Save it for later. 

 BoohooMan  Active  Fitness AD"
379,adamcollard,influencers,yin to the yang
380,adamcollard,influencers,"CardiBro  save this for later  all you need is a Kettlebell  a place to run or treadmill   a can of Nocco.  a good one for your midweek cardio/capacity session  noccouk

The workout 

AMRAP 30 - Aim for continuous steady Work throughout 

90s Run  Steady Pace
12/12 KB Hang Power Cleans 
12 Burpees 
90s Run  Steady Pace
12 KB American Swings
12 KB Goblet Strict Press 
12 Sit Ups

Think I was hitting a round every 5-6 00 ish if you want something to aim for. 

This is how we programme for our online programmes and my e-books. Link in bio if you want to check them out for January. 

 Sculpt"
382,adamcollard,influencers,"Remember how far you’ve come… not just the lift  that’s the same gym space  Keep showing up and be your own motivation daily. 

 MondayMotivation"
383,adamcollard,influencers,These shorts have done 1 casa amor  hit more continents than the Rona  3-4 unsuccesful bulking seasons and still breathing 4 years deep.. if that’s not an advertisement for  boohoomanofficial quality I don’t know what is…
384,adamcollard,influencers,"12 Days of Christmas WorkoutWin Free  noccouk if you do the workout and tag me in a story  workout below 

Grab any Dumbbells  I used 22.5kgs. 

The workout 

1 Dual Devils Press 
2 Thrusters 
3 Push UPS
4 Burpees over Dumbbells 
5 DB Alternating Snatch 
6 DB Goblet Squats 
7 Plank Builders 
8 DB Reverse Lunges 
9 Lateral Hops 
10 DB Renegade Rows 
11 Jump Squats 
12 DB Clean and Jerks 

How you perform the workout  just like the Christmas song - Partridge and a pear tree  

Complete 1 Devils Press 
2 Thrusters   1 Devils Press  
Then 3 2 1 
4 3 2 1 etc… 

Until your final round will be 12-down to-1 Reps on all of the movements 

Any help you need comment below and tag me. 

 NoccoCrew  Nocco  Sculpt  Fitness"
385,adamcollard,influencers,"Girls  Try this to improve your push ups  and protect the puppies while you’re at it

If you haven’t quite got push ups yet  or you feel like your legs are way ahead of your upper body strength then try this out. 

Go through the phases below and stick on each one for a couple of weeks until you’re confident you can go to the next one. 

Phase 1  2 plates   Ab Mat 
Phase 2  1 Plate   1 Ab Mat 
Phase 3  1 Ab mat only 
Phase 4   Full Push Ups 

Let me know how you get on… 

Adamcollard.com 

 Sculpt"
386,adamcollard,influencers,Proud of how far I’ve come this year.. only took me until December to put on clothes..
387,adamcollard,influencers,"Little Lung Tickler  Part A is great to try out in a Commercial gym if you want a little taste of functional fitness and you’ve never been to that type of gym before.  

Beginners if you even use an Empty Barbell it’ll be a great workout. 

Part A   For time complete 

21-15-9 
Barbell Thrusters 
Burpees over the Bar 

Rest 5’ 

Part B  For Time complete 

21-15-9 
Assault Bike Calories 
Burpees over the Bar 

If your gyms not got assault bikes  use a rower. 

Simple   effective for any fitness levels."
388,adamcollard,influencers,"How to stay motivated  My Top tips

If you aren’t motivated for the gym right now.. Don’t worry about it  you aren’t the only one. 

Today  I couldn’t be bothered at all. 
It happens to all of us at times. 

Here are a few things I do that help get me going at the moment 

• If it’s light outside still  not much right now  walk for 10-15 minutes pre gym. Gets us moving lightly and something about sunlight is gold. 

• Write down your session before you walk in the gym so you have a plan. Less time wasted  in   out.  HaveAPlan

•Do something easy to get you moving and ramp your body temperature up. I bet you’ll get more out of your session. 
Example  
2 Rounds of  
30s Easy Row / 30s Hard Row 
12 Air Squats 
10 Ball Slams 
8 Burpees 

•I think of training and the gym a bit like work.. if I don’t go to work  I’m not going to get paid. 
The same thought process comes with the gym  if I don’t train at least 4 hours per week  I know I’m going to feel terrible mentally  physically get lazy  and to be honest not maintain the way I want to look to feel confident. 

That’s all my tips for motivation  I hope they helped. Im very excited for an outrageous January of helping as many of you as possible get into the best shape of your lives. 

Keep your eyes peeled on what we’ve got coming or grab an E-Book and get a head-start on the year.

Link in bio."
389,adamcollard,influencers,"Thinking about how many pigs in blankets I need to consume this month for my biceps to grow. 

Thiccc season. Powered by  noccouk"
390,adamcollard,influencers,"On the move. What you doing   boohoomanactive 

AD  creat iveflow"
391,adamcollard,influencers,"That’ll do for today.Lifts. 

Nice finish to a successful 7 weeks of programming and being consistent again.  shorunke providing the goods when I was lacking some accountability and structure after a few niggles and generally a hectic schedule. Winter gains innit…
Still kept a cheeky couple of Metcons too. 

Big wins for the week  

Deadlift Max Rep Set 
170kg x 10 Reps 

Front Squat Max Rep Set 
92.5kg x 16 Reps 

Strict Press Test tomorrow 

High Volume Strict Pull UPS and Lunges feeling better than ever. 

 Can’t wait to retest this now  

 Work"
392,adamcollard,influencers,"Puffer jacket mode ON  wearing  northridge uk from  blacks online  head to my stories to shop the look

Get 20  off with code  ADAM20  AD 

 creat iveflow"
393,adamcollard,influencers,Biggest Cyber Monday ever  boohooMANOfficial  go check it out and save on loads 
394,adamcollard,influencers,"Boulder Shoulders  save this and stick it at the end of your upperbody session 

Boulder Shoulder Finisher 
4 Sets   Minimal Rest 

DB Lateral Raises 
BB Upright Rows 

20-18-15-12 Reps 
Reps decrease each time you start a new set. 

I finished with it yesterday after some Heavy Shoulder Press  Pull Ups   Rows. 

This is the sort of thing you could see in one of my e-books that right now are 50  off. The link is in my bio to check them out. 

 Sculpt  Fitness"
395,adamcollard,influencers,"Weekend good vibes.. Have a good one people 

If you want to save 20  off all  barebells.uk products go check out the online shop now shop.barebells.co.uk

 Barebells  Protein  seanellison content "
396,adamcollard,influencers,"The solution to getting in shape at half the price  All my e-books are 50  off and more for Black Friday  The link is in my bio. 

Over the last 7 years I have used these workouts on the gym floor and online with over thousands of successful transformations. 

All of these people at one point weren’t happy with their fitness or the way they looked. They used our training   nutrition e-books to follow in the gym and in the kitchen. 

These people live normal lives  they have the same struggles as you do with busy lifestyles but still managed to get results. 

If you want to have me personal training you from your pocket and have my guidance every single day then get involved now. 

The sale ends soon  

 BlackFriday  Sale  Fitness  Transformation"
397,adamcollard,influencers, boohooMANofficial biggest Black Friday sale EVER  Upto 99  off hundreds of lines dropping throughout the day AD
398,adamcollard,influencers,"Proud to be working with the best   you can too with the Primal Strength Black Friday Sale  Whether it’s a bumper pack for your garage set up  some Dumbbells or KettlleBells there are huge discounts right now on  primalstrengthofficial website but this all ends on Sunday 

Don’t miss out if you’ve been looking for some kit for a while as you’re not going to get it this cheap any other time of the year 

Tis’ the season of gains anyway people… 

 primalstrengthofficial AD"
399,adamcollard,influencers,"Save on the Cals  gain on the protein  and save a few quid for the Christmas markets Black Friday Sale Now Live on  musclefooduk 

There’s some huge discounts on some of my favourite meat hampers  meal prep pots  protein snacks and more. Not to mention the Christmas hampers are mental 

Use the link in my bio to go directly to the biggest Black Friday sale that’s going to benefit your kitchen and your midsection  AD"
400,aliceliveing,influencers,"Feeling very sorry for myself and am spending my Sunday in bed  so I thought it was a good time for  WhatWouldAliceWear  ⁣
⁣
Head to stories and let me know  ⁣
⁣
The event ⁣
⁣
The budget ⁣
⁣
The dress size ⁣
⁣
And I will share some outfit ideas for you all to enjoy  ⁣
⁣
 OOTD  Fashion  Holiday"
401,aliceliveing,influencers,"One of the questions I’m asked a lot is about using lifting shoes or a heel lift when you squat. ⁣
⁣
I am a big fan of using my lifters to squat and I feel it’s really helped me to improve my quality of movement and depth. ⁣
⁣
I thought I’d do a quick video explaining why one might want to use a heel lift so I hope this answers the question.⁣
⁣
Tag anyone below who might find this useful  and SHARE  ⁣
⁣
  FitnessAdvice  Squat  LegDay ⁣"
402,aliceliveing,influencers,"I saw a video on TikTok the other day with over 1 million likes  and the subject was a girl claiming that just 7 core exercises had given her defined abs. ⁣
⁣
And it’s an easy sell right  Do these and expect this result. But sadly  it just doesn’t work like that. ⁣
⁣
As explained in the video  abs are visible when your body fat is low enough for them to be seen. We all have them. It’s just for many of us we sit at a weight that doesn’t make them visible most of the time. ⁣
⁣
Achieving abs used to be a huge fitspo goal  but I hope that we’ve moved beyond that one track mind of training for aesthetics. ⁣
⁣
Instead try and focus your goals towards developing a strong core with various exercises that help you in all other movements within your training. Rotational work  anti rotational work  anti extension  anti lateral flexion etc. And don’t forget that the pelvic floor makes up part of your core too  ⁣
⁣
So instead of doing endless core workouts in the hope of getting abs  work towards building a super strong core instead that will have far more function than visible abdominal muscles which doesn’t always equate to a functionally strong core. ⁣
⁣
TAG someone below and SHARE this video with someone who needs to hear this  ⁣
⁣
 Abs  Core  FitnessAdvice"
403,aliceliveing,influencers,"A mistake I tend to see people make is doing endless crunches to achieve abs. ⁣
⁣
First things first  abs aren’t made through endless ab exercises. Our abdominal muscles simply appear more the lower our body fat across our abdomen  so reducing body fat   abs. Not doing 100 sit ups before bed. ⁣
⁣
That aside  it’s important to strengthen our core regardless of whether you’re wanting to lose body fat or not. Our core plays a crucial role in almost all movements and training it should form a part of your overall training.⁣
⁣
This is one of my favourite core exercises. An advancement on a typical dead bug  this core exercise works anti extension focusing on training the core to resistent the extension through the spine. ⁣
⁣
Top tips  ⁣
⁣
  If you’ve never done this exercise before  start with a dead bug and work your way up. ⁣

  Extend opposite legs away whilst extending the arms away from the body. ⁣

  Focus on pulling the belly button down to the floor and pressing the lower back in to the floor. 

  Exhale as you extend away  inhale as you draw back in. ⁣
⁣
Let me know if you give this one a try  ⁣
⁣
 Abs  Core  FitnessAdvice ⁣"
404,aliceliveing,influencers,Feeling very very lucky to be in beautiful Croatia for  chessieking hen  
405,aliceliveing,influencers,"Cardiovascular exercise is important. I am not denying that. ⁣
⁣
But those who feel they HAVE to run might want to carry on watching. ⁣
⁣
Firstly  when it comes to cardio  the question is always WHAT do YOU want to get from it  ⁣
⁣
Do you want to run for longer  Do you want to train for an event  Do you want to improve your CRF  ⁣
⁣
As with most things in the fitness world  the reality is that your relationship with cardio really comes down to context and what you specifically want to get from it. ⁣
⁣
So sure  if you want to run a marathon  you’re going to need to run. ⁣
⁣
But if like me  you really don’t like running and you still want to improve your CRF  cardiovascular respiratory fitness  there are SO many other options for you to try. ⁣
⁣
My training right now include 1-2 days of quick uphill walking on a treadmill. Sure  boring to some. To me  I listen to a podcast and zone out. In addition to this I add on some intervals to the end of some of my sessions like the above. 5 rounds of 150m on the ski erg. Done. ⁣
⁣
The thing I’m really trying to get home here is that you HAVE to make exercise work for YOU. It’s got to tick the boxes of making you feel good  and be something you’re able to stick to long term. ⁣
⁣
So if running isn’t your thing  and you’re nearing summer thinking you HAVE to do cardio to lose body fat or change body composition  please remember that ANY exercise can do that. And choosing one you enjoy is far more important than hating the process. ⁣
⁣
 Cardio  HIIT ⁣"
406,aliceliveing,influencers,"Do this before your next lower body workout  ⁣
⁣
You guys know by now that I never skip a warm up. It’s important for so many reasons  so I thought I’d share some of my favourite movements I do pre my lower body workouts. ⁣
⁣
TAG anyone below who might want to give these a try  ⁣
⁣
1. Foam roll t-spine and glutes/piriformis ⁣
2. Cat/cow and t-spine rotation ⁣
3. Adductor rockers ⁣
4. Deep lunge with rotation ⁣
5. 90/90 with forward lean ⁣
6. True hip flexor stretch ⁣
7. Heel rockers ⁣
8. Squat with pike ⁣
9. Single leg RDL with leg drive ⁣
⁣
Any questions  pop them below and let me know how you get on  ⁣
⁣
 Mobility  LowerBodyWorkout  Stretch ⁣"
407,aliceliveing,influencers,"If there is one thing I always try and remind myself of  it’s that it is ok if not everybody likes you. ⁣
⁣
You haven’t failed. You’re not a bad person. It doesn’t mean you’re unlikeable. ⁣
⁣
It’s just that you’re not meant to be everyone’s best friend. None of us are. And being different and liking different people is what makes the world go round. ⁣
⁣
All you can be is yourself. Unapologetically yourself. Be authentic  be kind  be present  be giving  but be yourself. ⁣
⁣
And those that love you will come to you. And those that don’t  won’t. It’s as simple as that. ⁣
⁣
Life is not a popularity contest. If someone doesn’t invite you to things or doesn’t include you  sure it hurts. But know that that is on them. ⁣
⁣
Don’t take it personally. Don’t lose sleep over it. ⁣
⁣
Find your people and nourish those relationships rather than trying to cling on to one’s that don’t serve you. ⁣
⁣
Tag someone below who needs to hear this today "
408,aliceliveing,influencers,Three months in to  roaccutane under the care of  anjalimahto   adultacne  acne
409,aliceliveing,influencers,"When I’m due on my period  I can feel really fatigued and weak. I came in to the gym yesterday  managed two sets of my squats and gave up because I really wasn’t feeling it.

Today I chose to listen to my body and opt for something more restorative that isn’t going to put my body under too much stress. When we are in the late luteal phase of our cycle  our body can actually be more suited to endurance based exercise and so something like a gentle run  walk  swim or cycle could be a good option. 

I walked for 45 minutes on a treadmill  got my heart rate up  and feel so much better for it. 

Please don’t always feel you have to push through with your body. The more I’ve learned to lean in to what my body needs and work with it  rather than against it… The better my training has got  and the better I feel.

Tag someone who needs to hear this today  

 Periods  Training  PMS"
410,aliceliveing,influencers,"Okay  so I’m at home feeling a little under the weather today. I cancelled filming and am sat on the sofa with my laptop instead. ⁣
⁣
And so  I thought it might be a good time for this weeks  WhatWouldAliceWear  ⁣
⁣
My weekly fashion round up of suggestions for your upcoming events. Head to my stories now and let me know  ⁣
⁣
  budget ⁣
  event ⁣
  rough clothes size ⁣
⁣
Do your best  ⁣"
411,aliceliveing,influencers,"Pancakes pancakes pancakes  ⁣
⁣
These are my absolute favourite go-to sweet breakfast and they’re surprisingly quick and easy to make. ⁣
⁣
You’ll need  ⁣
⁣
 One whole banana ⁣
 Two whole eggs  I use  clarence court   Partner⁣
 Two tbsp of porridge oats ⁣
 Half a teaspoon of bicarbonate of soda ⁣
 Some butter ⁣
 Raspberries or any other fruit of your choice ⁣
 Nut butter of your choice ⁣
⁣
Find the method in the reel above and let me know if you give these a try  ⁣
⁣
 RecipeReel  Recipe  HealthyBreakfast"
412,aliceliveing,influencers,"If you’re feeling a little low this morning  then I just wanted to share this for you. Posing  and flattering angles are okay  but they’re not my reality or anyone else’s. 

Bodies change and move and without posing  flattering angles and all the editing  are still beautiful just the way they are "
413,aliceliveing,influencers,Wedding season has begun 
414,aliceliveing,influencers,"If you want to keep your shoulders healthy and mobile throughout your upper body workouts  then why not try my GO-TO exercise for priming myself for an upper body workout. 

Swimmers are a challenging exercise  so you could always start these and a standing ‘backwards crawl’ before progressing down to the floor. 

Take them really now  always encouraging the belly button away from the floor to avoid extension through the lower back. 

Any questions  pop them below  

 Mobility  WarmUp  WorkoutReel"
415,aliceliveing,influencers,"One of my biggest learnings over the past few years is that fitness isn’t my whole identity. ⁣
⁣
Sure  it’s something I LOVE. And something that is a big part of my life. ⁣
⁣
But it doesn’t define me in the way I previously thought. ⁣
⁣
I used to be the girl with the abs. And when those went  I worried that I had lost my space in the fitness world. That I somehow wasn’t seen as valued as when I had the body that matched people’s perception of what fitness is. ⁣
⁣
Now I really enjoy that my identity is so much more than just my body. I love so much more than just being in the gym. And I don’t expect to be judged by my body  although undoubtedly that still happens   but would rather be judged by my brain and whether I’m a good coach  whether I’m a good person and am I in some way relatable or not. ⁣
⁣
I guess what I’m trying to say is that for a lot of people  fitness really became their whole life. It did for me. But there is so much more to life than just being placed in one box. Yes you can still love your workouts and it can make up a big part of who you are. But there is also so much more to you than just burpees and box jumps. ⁣
⁣
Have you ever felt that you’ve been defined by your body/your fitness  How has that changed now  ⁣
⁣
I’d love to hear your input below "
416,aliceliveing,influencers,"Making the incredible raspberry and white chocolate oats recipe from my  givemestrengthapp  

This one is a real winner that satisfies that sweet tooth. 

Find the recipe on the app  and let me know if you give it a try  

 Recipe  Breakfast  HealthyBreakfast"
417,aliceliveing,influencers,"Let’s talk about exercise addiction. ⁣
⁣
It’s a complex subject and one that I feel needs more talking about in the fitness industry. ⁣
⁣
When I first started training I LOVED it. I loved that I’d found something that made me feel good. That I’d found something that I actually enjoyed when it came to exercising. And so  like a lot of things that we enjoy  I wanted more of it. ⁣
⁣
And more of it meant  I did A LOT of it. Subconsciously because it was making me look better  consciously because it was validated by others that my ‘dedication’ and ‘commitment’ was seen as inspiring. ⁣
⁣
But what happens when your love for something goes a little too far… ⁣
⁣
‘Exercise addiction is a state characterized by a compulsive engagement in any form of physical exercise  despite negative consequences. Exercise addiction generally involves performing excessive amounts of exercise to the detriment of physical health  spending too much time exercising to the detriment of personal and professional life  and exercising regardless of physical injury’ ⁣
⁣
The added issue is that a lot of people rely on exercise as a sort of therapy  which in some ways is great but in others means that it can be overused. ⁣
⁣
The physical and mental ramifications of over training and under recovering are huge. But unfortunately we don’t see the same attention to this issue as we do to the usual diet culture issues or other addictions. 
⁣
So I want to talk about my own experience openly in the hope that it resonates with some of you. ⁣
⁣
Doing too much training will affect your physical well-being. I experienced the exact issues that I now warn people of. And I don’t want the same to happen to you. ⁣
⁣
So what can you do  ⁣
⁣
First things first  if you’re worried you’re struggling with exercise addiction  please speak to a professional. ⁣
⁣
Taking adequate rest in relation to your training load is crucial. ⁣
⁣
Eating enough to sustain your training and energy expenditure is crucial. ⁣
⁣
And finding more tools in your toolbox to help your mental well-being beyond training. ⁣
⁣
Please comment any experiences you feel comfortable sharing below and let’s open up the conversation  ⁣"
418,aliceliveing,influencers,"Lower body workout  ⁣
⁣
If you’re looking for some inspo for your workouts this week  why not try this simple lower body session. I love the sled pyramid finisher as it really got my heart rate going ⁣
⁣
After a full warm up   mobility I did  ⁣
⁣
A1. Counter movement jump  as potentiation  ⁣
⁣
B1. Back squats 4x6 ⁣
⁣
C1. RDL’s 3x8 ⁣
C2. Single leg box squat 3x6 ⁣
⁣
D1. Pyramid sled push/pull  ⁣
⁣
1 light ⁣
1 moderate ⁣
1 heavy ⁣
1 very heavy ⁣
1 heavy ⁣
1 moderate ⁣
1 light ⁣
⁣
TAG a bestie below and try this out together  ⁣
⁣
 Workout  LowerBodyWorkout  Motivation ⁣"
419,aliceliveing,influencers,"Hands up if you enjoyed my little fashion segment on stories today  ⁣
⁣
I was so surprised and happy to have had 1000’s of requests so I promise to make it a regular thing. ⁣
⁣
If there is one thing I’ve really found a love for  it’s fashion. Whilst fashion is totally subjective  and there really is no right or wrong  I truly believe that finding your own style takes time.⁣
⁣
For me  I’ve always focused on comfort first. I’ve got to FEEL good in what I’m wearing. Gone are the days where I worry about squeezing in to a smaller size to please my brain… Instead I choose sizes that just fit me  regardless of the number. ⁣
⁣
I think if I came back in another life  I’d love to do a combination of helping women become fitter and stronger  and then taking them shopping to get them a wardrobe that makes them FEEL incredible. ⁣
⁣
Anyway  happy Monday folks. I hope you enjoyed this Monday rambling "
420,aliceliveing,influencers,"5 reasons not to skip your warm up  ⁣
⁣
1. A good warm up should start to raise your core temperature and get your muscles readied for your workout. ⁣

2. A good warm up may help to improve flexibility and mobility. A reminder that these two things are different  but working on some specific mobility to increase strength at end ranges  and mobility to improve range of movement may be bettered in a good warm up. ⁣

3. A good warm up may improve workout performance. If your body is readied for your workout  the chances are you’re going to be able to perform better and get more from your big lifts.
 ⁣
4. A good warm up may help to prevent injury. I say may because injuries can happen at any time  sometimes regardless of a good and thorough warm up  but stepping straight from the street in to your workout isn’t ideal for reducing your chances of injury. ⁣

5. A good warm up will mentally prepare you for your workout. Getting your mind focused on the session ahead is important  and your warm up is the perfect time to do this. ⁣
⁣
TAG someone below who is guilty of skipping their warm up  ⁣
⁣
 WarmUp  Mobility  WorkoutMotivation ⁣"
